,Candidate Ref,DOJ Extended,Duration to accept offer,Notice period,Offered band,Pecent hike expected in CTC,Percent hike offered in CTC,Percent difference CTC,Joining Bonus,Candidate relocate actual,Gender,Candidate Source,Rex in Yrs,Location,Age,LOB_id,Status
5216,2866509,Yes,59,30,E2,0.0,-13.33,-13.33,Yes,Yes,Male,Agency,8,Noida,28.0,6,Joined
5217,2866523,Yes,14,30,E1,22.22,22.22,0.0,No,No,Male,Direct,5,Bangalore,34.0,1,Joined
5218,2866529,Yes,30,30,E1,21.95,34.15,10.0,No,No,Male,Agency,3,Chennai,28.0,1,Joined
5219,2866552,No,39,30,E1,72.41,55.17,-10.0,No,No,Female,Direct,3,Bangalore,26.0,4,Joined
5220,2866578,No,2,60,E2,50.0,50.0,0.0,No,No,Male,Direct,9,Bangalore,32.0,4,Joined
5221,2866591,Yes,49,60,E1,19.23,19.23,0.0,No,No,Male,Direct,3,Bangalore,30.0,4,Joined
5222,2866639,Yes,33,60,E1,20.37,27.78,6.15,Yes,No,Male,Direct,4,Chennai,28.0,1,Not Joined
5223,2866644,Yes,19,30,E1,27.27,18.18,-7.14,No,No,Male,Agency,5,Noida,37.0,5,Joined
5224,2866688,Yes,40,30,E1,53.06,32.65,-13.33,No,No,Male,Employee Referral,4,Bangalore,26.0,4,Joined
5225,2866734,Yes,34,30,E1,34.44,34.44,0.0,No,No,Male,Direct,7,Bangalore,28.0,1,Joined
5226,2866848,No,28,45,E1,52.48,23.76,-18.83,No,Yes,Female,Direct,4,Bangalore,29.0,1,Joined
5227,2868182,Yes,2,60,E2,39.53,36.05,-2.5,No,No,Male,Employee Referral,7,Noida,31.0,8,Joined
5228,2913666,No,1,60,E3,20.48,32.53,10.0,No,Yes,Male,Agency,6,Chennai,29.0,2,Joined
5229,2919789,Yes,6,60,E1,37.5,16.25,-15.45,No,No,Male,Employee Referral,4,Chennai,28.0,1,Not Joined
5230,2921220,Yes,50,60,E2,21.21,12.55,-7.14,No,No,Male,Direct,7,Chennai,32.0,6,Joined
5231,2921379,Yes,39,60,E1,58.05,43.68,-9.09,No,No,Male,Direct,3,Bangalore,27.0,4,Not Joined
5232,2922776,No,4,60,E2,33.33,138.89,79.17,No,No,Male,Agency,9,Noida,35.0,1,Not Joined
5233,2922825,Yes,4,30,E2,26.32,26.32,0.0,No,No,Male,Employee Referral,13,Noida,40.0,2,Joined
5234,2924526,No,39,30,E1,0.0,36.36,36.36,No,No,Male,Direct,3,Bangalore,26.0,4,Joined
5235,2926215,Yes,11,60,E1,33.33,6.67,-20.0,No,No,Male,Agency,2,Noida,30.0,1,Not Joined
5236,2926989,Yes,84,75,E1,33.33,33.33,0.0,No,No,Female,Agency,3,Noida,27.0,1,Joined
5237,2931593,Yes,5,60,E1,25.0,25.0,0.0,No,No,Male,Direct,3,Kolkata,28.0,7,Joined
5238,2936150,No,1,30,E1,33.33,53.33,15.0,No,No,Male,Agency,3,Chennai,25.0,1,Not Joined
5239,2936891,No,4,30,E1,44.58,40.56,-2.78,No,No,Male,Agency,3,Bangalore,27.0,1,Joined
5240,2938513,Yes,7,60,E1,29.03,39.78,8.33,No,No,Male,Direct,4,Noida,28.0,5,Joined
5241,2938869,No,25,30,E1,25.0,13.46,-9.23,No,No,Male,Agency,4,Hyderabad,30.0,5,Joined
5242,2939085,Yes,2,60,E1,48.65,59.46,7.27,No,No,Female,Direct,4,Noida,28.0,5,Joined
5243,2939639,Yes,15,60,E1,54.76,35.71,-12.31,No,No,Male,Direct,3,Noida,29.0,5,Joined
5244,2941267,Yes,42,30,E2,28.79,28.79,0.0,No,No,Female,Direct,7,Bangalore,31.0,4,Joined
5245,2941839,Yes,1,30,E1,28.57,28.57,0.0,No,No,Female,Agency,1,Noida,23.0,2,Joined
5246,2943502,No,5,60,E1,100.0,66.67,-16.67,No,No,Female,Direct,4,Noida,29.0,5,Joined
5247,2943720,No,2,30,E2,30.95,30.95,0.0,No,No,Male,Employee Referral,4,Chennai,24.0,2,Joined
5248,2944397,Yes,7,30,E1,150.0,150.0,0.0,No,No,Female,Agency,3,Mumbai,25.0,6,Joined
5249,2946306,Yes,9,30,E1,33.33,31.11,-1.67,No,No,Male,Direct,3,Noida,27.0,1,Joined
5250,2947367,No,10,0,E1,42.86,14.29,-20.0,No,No,Male,Agency,4,Noida,28.0,5,Joined
5251,2948419,Yes,1,30,E1,38.89,25.0,-10.0,No,No,Male,Direct,3,Chennai,25.0,1,Not Joined
5252,2953172,No,1,30,E1,50.0,37.5,-8.33,No,No,Male,Agency,1,Noida,25.0,2,Not Joined
5253,2960556,Yes,30,60,E1,36.36,13.64,-16.67,Yes,Yes,Male,Employee Referral,5,Noida,35.0,7,Joined
5254,2961266,Yes,13,60,E1,31.82,31.82,0.0,Yes,Yes,Female,Direct,2,Chennai,25.0,1,Joined
5255,2965288,No,38,30,E2,34.15,34.15,0.0,Yes,No,Male,Direct,2,Noida,25.0,2,Joined
5256,2969585,No,1,30,E1,72.27,96.92,14.31,No,No,Male,Employee Referral,1,Mumbai,25.0,2,Joined
5257,2970134,No,20,30,E2,38.89,83.33,32.0,No,No,Male,Employee Referral,3,Mumbai,27.0,2,Joined
5258,2970308,Yes,10,30,E2,42.86,42.86,0.0,No,No,Male,Employee Referral,4,Chennai,26.0,2,Joined
5259,2970677,Yes,21,90,E1,40.0,30.0,-7.14,No,No,Male,Employee Referral,3,Bangalore,28.0,1,Not Joined
5260,3014902,No,5,30,E1,37.14,37.14,0.0,No,No,Male,Agency,3,Noida,40.0,5,Joined
5261,3017704,Yes,42,30,E2,42.86,25.0,-12.5,No,No,Male,Agency,6,Chennai,33.0,1,Not Joined
5262,3018090,No,6,30,E3,44.0,44.0,0.0,No,No,Male,Direct,12,Chennai,36.0,1,Joined
5263,3018460,Yes,9,30,E1,46.34,34.15,-8.33,No,No,Male,Agency,5,Chennai,31.0,6,Joined
5264,3021598,Yes,12,30,E1,27.78,26.67,-0.87,No,No,Male,Employee Referral,5,Hyderabad,29.0,7,Joined
5265,3022217,Yes,73,30,E1,80.56,63.89,-9.23,No,No,Male,Direct,3,Noida,28.0,5,Joined
5266,3024720,Yes,2,0,E2,19.28,0.0,-16.17,Yes,No,Male,Direct,7,Noida,34.0,4,Joined
5267,3027376,Yes,101,90,E1,51.52,51.52,0.0,No,No,Male,Agency,3,Pune,27.0,1,Joined
5268,3028223,No,14,30,E1,75.68,62.16,-7.69,No,No,Male,Employee Referral,3,Hyderabad,27.0,7,Joined
5269,3028519,No,0,30,E1,52.58,52.58,0.0,No,No,Male,Direct,3,Noida,25.0,5,Joined
5270,3029326,No,27,90,E1,32.23,32.23,0.0,No,No,Male,Employee Referral,4,Noida,29.0,7,Joined
5271,3029342,Yes,21,45,E1,29.15,24.54,-3.57,No,No,Male,Agency,3,Hyderabad,25.0,5,Joined
5272,3029362,No,3,30,E3,25.0,12.5,-10.0,No,No,Male,Employee Referral,15,Bangalore,41.0,4,Joined
5273,3029523,No,38,30,E2,53.85,46.15,-5.0,No,No,Male,Direct,6,Noida,30.0,5,Joined
5274,3029626,Yes,0,45,E1,7.69,7.69,0.0,No,No,Male,Direct,1,Mumbai,26.0,4,Joined
5275,3029719,No,5,60,E2,84.78,79.35,-2.94,No,No,Male,Direct,5,Chennai,28.0,6,Not Joined
5276,3029749,Yes,45,90,E1,62.16,62.16,0.0,No,No,Male,Direct,3,Chennai,32.0,1,Joined
5277,3029799,No,4,90,E2,50.0,37.5,-8.33,No,No,Male,Direct,6,Noida,30.0,2,Not Joined
5278,3029800,No,0,30,E2,50.0,43.75,-4.17,No,No,Male,Direct,3,Gurgaon,25.0,2,Not Joined
5279,3029827,No,8,30,E1,7.14,7.14,0.0,No,No,Male,Agency,7,Chennai,32.0,1,Not Joined
5280,3029829,Yes,28,30,E2,40.0,30.0,-7.14,No,No,Male,Direct,7,Bangalore,30.0,8,Not Joined
5281,3029841,No,41,30,E1,35.87,35.87,0.0,No,Yes,Male,Agency,4,Chennai,35.0,1,Joined
5282,3029846,No,2,90,E1,83.33,48.33,-19.09,No,No,Male,Direct,2,Noida,27.0,6,Joined
5283,3029987,Yes,11,30,E2,32.35,32.35,0.0,No,No,Male,Direct,5,Noida,34.0,2,Joined
5284,3030017,No,28,30,E1,31.25,18.75,-9.52,No,No,Male,Agency,2,Chennai,26.0,1,Joined
5285,3030024,No,5,30,E1,127.27,127.27,0.0,No,No,Male,Agency,1,Chennai,25.0,1,Not Joined
5286,3030034,No,4,30,E1,21.95,46.34,20.0,No,No,Male,Agency,2,Chennai,24.0,1,Joined
5287,3030036,Yes,30,30,E2,42.86,42.86,0.0,Yes,Yes,Male,Direct,4,Bangalore,29.0,2,Joined
5288,3030038,Yes,30,60,E1,56.25,32.81,-15.0,No,No,Male,Agency,2,Chennai,24.0,1,Joined
5289,3030041,No,4,30,E1,50.0,25.0,-16.67,No,No,Male,Agency,2,Chennai,25.0,1,Joined
5290,3030048,No,7,45,E1,191.67,150.0,-14.29,No,No,Male,Agency,1,Chennai,23.0,1,Joined
5291,3030053,Yes,7,30,E1,11.11,-5.56,-15.0,No,No,Male,Agency,1,Chennai,25.0,1,Joined
5292,3030060,No,17,30,E1,30.0,50.0,15.38,No,No,Male,Agency,1,Chennai,23.0,1,Joined
5293,3030070,Yes,3,60,E1,30.43,19.57,-8.33,No,No,Male,Agency,3,Chennai,26.0,1,Not Joined
5294,3030074,Yes,39,30,E2,35.0,71.88,27.31,No,No,Male,Direct,6,Noida,29.0,2,Joined
5295,3030077,Yes,25,45,E1,18.42,11.84,-5.56,No,No,Male,Agency,1,Chennai,24.0,1,Joined
5296,3030083,Yes,39,90,E1,21.74,8.7,-10.71,No,No,Male,Agency,2,Chennai,25.0,1,Not Joined
5297,3030091,No,11,30,E1,16.67,18.33,1.43,No,No,Male,Agency,1,Chennai,24.0,1,Joined
5298,3030100,No,28,30,E1,59.09,72.73,8.57,No,No,Male,Agency,2,Chennai,25.0,1,Joined
5299,3030113,No,67,30,E1,35.48,29.03,-4.76,No,No,Male,Agency,2,Chennai,25.0,1,Joined
5300,3030119,Yes,67,30,E2,50.46,38.89,-7.69,No,No,Male,Direct,5,Mumbai,28.0,2,Joined
5301,3030122,No,9,30,E1,108.33,108.33,0.0,No,No,Male,Agency,1,Chennai,23.0,1,Joined
5302,3030134,No,5,30,E1,96.08,47.06,-25.0,No,No,Male,Agency,2,Chennai,25.0,1,Joined
5303,3030144,No,0,60,E1,77.6,77.6,0.0,No,Yes,Male,Agency,4,Noida,27.0,5,Joined
5304,3030145,Yes,62,60,E1,77.22,77.22,0.0,No,No,Female,Agency,4,Bangalore,28.0,6,Joined
5305,3030148,No,11,30,E1,55.56,38.89,-10.71,No,No,Male,Agency,1,Chennai,24.0,1,Joined
5306,3030159,No,21,30,E1,0.0,0.0,0.0,No,No,Male,Agency,2,Chennai,23.0,1,Joined
5307,3030173,No,13,30,E1,42.86,42.86,0.0,No,No,Male,Agency,1,Chennai,23.0,1,Joined
5308,3030178,Yes,6,60,E1,76.47,76.47,0.0,No,No,Female,Agency,3,Bangalore,25.0,6,Joined
5309,3030185,Yes,17,60,E1,69.01,54.93,-8.33,No,No,Female,Agency,3,Hyderabad,26.0,5,Not Joined
5310,3030194,Yes,44,30,E1,22.73,36.36,11.11,No,No,Male,Agency,2,Chennai,24.0,1,Joined
5311,3030212,Yes,42,30,E1,80.56,80.56,0.0,No,No,Female,Agency,6,Bangalore,29.0,6,Joined
5312,3030226,Yes,12,45,E1,79.56,65.75,-7.69,No,No,Male,Agency,2,Bangalore,24.0,6,Joined
5313,3030229,No,30,30,E1,66.67,33.33,-20.0,No,No,Male,Agency,2,Chennai,25.0,1,Joined
5314,3030247,No,1,30,E1,0.0,4.17,4.17,No,No,Male,Agency,1,Chennai,24.0,1,Not Joined
5315,3030251,Yes,6,60,E1,53.66,46.57,-4.62,No,No,Male,Agency,3,Bangalore,26.0,6,Not Joined
5316,3030280,Yes,6,30,E1,3.85,15.38,11.11,No,No,Male,Agency,2,Chennai,26.0,1,Not Joined
5317,3030282,Yes,37,60,E1,35.42,25.0,-7.69,No,No,Female,Agency,3,Bangalore,26.0,6,Joined
5318,3030284,Yes,122,90,E2,38.12,43.65,4.0,No,No,Male,Direct,3,Noida,29.0,2,Joined
5319,3030338,Yes,62,60,E1,66.67,34.85,-19.09,No,No,Male,Agency,2,Chennai,25.0,1,Joined
5320,3030365,Yes,31,45,E1,62.5,37.5,-15.38,No,No,Female,Agency,2,Hyderabad,30.0,5,Joined
5321,3030408,Yes,4,90,E2,21.79,25.0,2.63,No,No,Male,Direct,5,Hyderabad,28.0,5,Not Joined
5322,3030417,Yes,75,60,E1,109.68,109.68,0.0,No,No,Male,Agency,5,Bangalore,29.0,4,Joined
5323,3030424,Yes,18,60,E1,54.19,43.17,-7.14,No,No,Male,Agency,4,Bangalore,28.0,4,Not Joined
5324,3030432,No,10,30,E1,38.46,42.31,2.78,No,No,Male,Employee Referral,3,Noida,25.0,2,Joined
5325,3030446,Yes,70,90,E1,20.0,16.0,-3.33,No,Yes,Male,Direct,2,Chennai,24.0,1,Joined
5326,3030458,No,0,60,E2,32.45,32.45,0.0,No,No,Male,Agency,3,Noida,31.0,2,Joined
5327,3030522,No,2,30,E2,42.86,42.86,0.0,No,No,Male,Direct,4,Noida,28.0,2,Joined
5328,3030632,No,69,30,E1,11.55,-20.32,-28.57,No,No,Male,Direct,3,Chennai,27.0,1,Joined
5329,3030734,Yes,32,30,E2,25.0,25.0,0.0,No,No,Male,Direct,6,Chennai,30.0,3,Joined
5330,3030834,No,0,30,E3,30.0,40.0,7.69,No,No,Male,Employee Referral,5,Chennai,29.0,2,Joined
5331,3030999,No,4,30,E2,32.35,32.35,0.0,No,No,Male,Direct,6,Chennai,29.0,3,Joined
5332,3031931,No,59,45,E1,79.64,58.68,-11.67,No,No,Male,Employee Referral,5,Bangalore,26.0,4,Joined
5333,3031968,No,45,30,E1,90.48,48.81,-21.88,No,Yes,Female,Employee Referral,3,Noida,27.0,5,Joined
5334,3032110,No,8,90,E1,66.67,43.33,-14.0,No,No,Female,Employee Referral,2,Chennai,26.0,4,Joined
5335,3033246,No,35,30,E1,32.65,32.65,0.0,No,No,Female,Employee Referral,4,Bangalore,27.0,4,Joined
5336,3033542,Yes,13,30,E1,40.75,40.75,0.0,No,No,Male,Employee Referral,3,Mumbai,32.0,2,Joined
5337,3033623,No,57,60,E1,36.27,21.59,-10.77,No,No,Male,Employee Referral,3,Bangalore,29.0,4,Not Joined
5338,3033639,No,13,30,E1,14.81,9.26,-4.84,No,No,Male,Agency,3,Hyderabad,27.0,5,Joined
5339,3033706,No,48,30,E1,55.17,27.59,-17.78,No,No,Male,Agency,5,Chennai,26.0,4,Joined
5340,3033767,No,4,30,E2,22.22,22.22,0.0,No,No,Male,Agency,6,Bangalore,35.0,6,Not Joined
5341,3033782,Yes,21,30,E1,19.05,19.05,0.0,No,No,Male,Agency,5,Bangalore,27.0,6,Joined
5342,3033789,No,11,30,E1,70.54,10.35,-35.29,No,No,Male,Direct,4,Bangalore,28.0,1,Joined
5343,3033797,Yes,82,90,E1,32.28,32.28,0.0,No,Yes,Male,Agency,4,Noida,27.0,3,Joined
5344,3033820,No,35,60,E1,76.47,61.76,-8.33,Yes,Yes,Male,Agency,2,Chennai,27.0,1,Joined
5345,3033830,No,1,30,E2,2.94,-4.41,-7.14,No,No,Male,Employee Referral,6,Noida,29.0,5,Joined
5346,3033850,Yes,7,45,E1,100.0,66.67,-16.67,No,No,Male,Agency,4,Chennai,28.0,1,Not Joined
5347,3034058,Yes,30,30,E1,14.29,7.14,-6.25,No,No,Female,Agency,5,Bangalore,30.0,6,Joined
5348,3034077,No,4,30,E1,133.33,103.33,-12.86,No,No,Male,Agency,3,Chennai,27.0,4,Joined
5349,3034097,No,37,30,E1,77.42,37.1,-22.73,No,No,Female,Direct,3,Bangalore,27.0,4,Joined
5350,3034099,No,10,60,E1,82.81,71.88,-5.98,No,No,Female,Direct,3,Bangalore,26.0,6,Not Joined
5351,3034173,Yes,5,30,E1,25.0,0.0,-20.0,No,No,Male,Agency,2,Bangalore,29.0,2,Not Joined
5352,3034177,Yes,96,90,E2,26.58,32.91,5.0,No,No,Male,Direct,7,Bangalore,30.0,1,Joined
5353,3034204,No,20,30,E2,12.99,26.62,12.07,No,No,Male,Agency,6,Chennai,34.0,1,Not Joined
5354,3034229,No,0,30,E1,15.38,3.85,-10.0,No,No,Male,Employee Referral,1,Noida,27.0,2,Joined
5355,3034256,No,4,60,E2,29.31,29.31,0.0,No,No,Female,Direct,7,Chennai,30.0,4,Joined
5356,3034263,No,10,30,E1,75.68,54.05,-12.31,No,No,Male,Direct,3,Chennai,26.0,4,Joined
5357,3034341,No,42,60,E1,59.52,54.76,-2.99,No,No,Male,Agency,4,Chennai,26.0,4,Not Joined
5358,3034408,No,0,30,E3,11.11,-7.41,-16.67,No,No,Male,Direct,8,Noida,35.0,2,Joined
5359,3034412,No,34,30,E1,42.86,25.0,-12.5,No,No,Male,Employee Referral,4,Gurgaon,28.0,4,Joined
5360,3034426,No,0,30,E3,27.37,27.37,0.0,No,No,Male,Employee Referral,8,Noida,34.0,2,Joined
5361,3034462,No,9,30,E1,114.29,114.29,0.0,No,No,Male,Employee Referral,3,Gurgaon,30.0,4,Joined
5362,3034505,Yes,51,30,E1,45.45,22.73,-15.63,No,No,Male,Direct,4,Chennai,25.0,8,Joined
5363,3034521,No,4,30,E1,30.77,30.77,0.0,No,No,Male,Direct,5,Noida,28.0,8,Joined
5364,3034531,Yes,2,90,E3,52.94,76.47,15.38,No,No,Male,Agency,6,Noida,29.0,2,Joined
5365,3034609,Yes,6,30,E2,38.1,66.67,20.69,No,No,Male,Direct,3,Chennai,27.0,2,Joined
5366,3034762,Yes,2,30,E2,57.14,42.86,-9.09,No,No,Female,Agency,3,Noida,26.0,2,Joined
5367,3034825,No,1,60,E1,54.55,36.36,-11.76,No,No,Male,Direct,4,Chennai,26.0,8,Joined
5368,3034866,No,6,30,E1,38.46,61.54,16.67,No,No,Male,Employee Referral,2,Noida,28.0,2,Joined
5369,3034879,Yes,64,30,E2,30.0,24.0,-4.62,No,No,Male,Direct,3,Bangalore,27.0,2,Not Joined
5370,3034890,Yes,41,30,E2,30.0,-10.0,-30.77,No,No,Male,Direct,4,Noida,28.0,2,Joined
5371,3034953,No,6,60,E1,58.54,41.46,-10.77,No,No,Male,Employee Referral,3,Chennai,24.0,4,Not Joined
5372,3035007,Yes,27,30,E1,50.0,37.5,-8.33,No,Yes,Male,Employee Referral,3,Chennai,27.0,1,Joined
5373,3035009,No,10,30,E1,42.86,34.52,-5.83,No,No,Male,Employee Referral,4,Noida,28.0,6,Joined
5374,3035025,Yes,63,30,E2,36.36,81.82,33.33,No,No,Male,Direct,7,Noida,29.0,2,Joined
5375,3035075,No,6,60,E2,33.33,137.78,78.33,No,No,Male,Employee Referral,8,Noida,33.0,1,Joined
5376,3035459,No,5,60,E1,75.0,25.0,-28.57,No,No,Female,Employee Referral,3,Noida,27.0,5,Joined
5377,3036163,No,20,60,E2,33.33,33.33,0.0,No,No,Male,Employee Referral,5,Chennai,30.0,4,Joined
5378,3037140,Yes,10,60,E2,29.87,40.69,8.33,No,No,Male,Agency,4,Noida,27.0,2,Joined
5379,3037161,Yes,11,45,E1,80.0,37.0,-23.89,No,Yes,Male,Agency,5,Chennai,28.0,1,Joined
5380,3037172,Yes,34,30,E1,37.5,11.25,-19.09,No,No,Male,Agency,3,Chennai,28.0,1,Not Joined
5381,3037190,Yes,16,0,E2,59.28,50.43,-5.56,No,No,Female,Employee Referral,9,Chennai,36.0,1,Joined
5382,3037252,Yes,9,30,E2,25.0,15.18,-7.86,No,No,Female,Direct,6,Chennai,30.0,1,Joined
5383,3037275,Yes,23,30,E2,16.67,14.44,-1.9,No,No,Male,Agency,8,Chennai,33.0,1,Joined
5384,3037317,No,2,30,E2,66.67,20.0,-28.0,No,No,Male,Employee Referral,3,Noida,25.0,2,Joined
5385,3037376,No,3,30,E1,100.0,83.33,-8.33,No,No,Male,Agency,2,Noida,28.0,2,Joined
5386,3037427,No,66,30,E2,26.67,30.67,3.16,No,No,Male,Direct,5,Bangalore,35.0,7,Joined
5387,3037732,Yes,125,90,E1,40.63,40.63,0.0,No,No,Male,Agency,3,Chennai,26.0,4,Not Joined
5388,3037740,No,30,30,E1,33.33,11.11,-16.67,No,No,Male,Agency,3,Chennai,27.0,4,Joined
5389,3037745,No,1,30,E1,12.9,12.9,0.0,No,No,Male,Agency,3,Chennai,24.0,4,Joined
5390,3038526,Yes,72,60,E3,25.64,25.64,0.0,No,No,Male,Direct,11,Chennai,36.0,2,Joined
5391,3038578,No,38,30,E1,76.47,74.02,-1.39,No,No,Male,Direct,2,Chennai,24.0,5,Joined
5392,3040063,No,23,30,E2,33.33,166.67,100.0,Yes,No,Female,Employee Referral,6,Noida,29.0,1,Joined
5393,3040121,No,25,30,E1,50.0,44.0,-4.0,No,No,Male,Direct,6,Bangalore,37.0,7,Joined
5394,3040135,Yes,7,30,E2,22.22,11.11,-9.09,No,No,Male,Direct,6,Bangalore,35.0,7,Not Joined
5395,3040136,Yes,45,45,E1,55.44,45.08,-6.67,No,Yes,Male,Agency,3,Chennai,28.0,1,Joined
5396,3040143,No,1,30,E1,40.0,20.0,-14.29,No,No,Female,Direct,4,Bangalore,27.0,7,Joined
5397,3040150,No,7,30,E1,85.71,64.29,-11.54,No,No,Male,Direct,3,Chennai,27.0,7,Joined
5398,3040176,Yes,126,60,E1,38.89,38.89,0.0,No,No,Male,Direct,3,Chennai,30.0,7,Not Joined
5399,3040178,Yes,12,30,E3,21.43,17.86,-2.94,No,No,Male,Direct,9,Chennai,33.0,7,Joined
5400,3040182,No,2,30,E1,2.34,3.8,1.43,No,No,Male,Agency,2,Chennai,28.0,5,Joined
5401,3040183,Yes,105,90,E1,56.25,45.83,-6.67,No,No,Male,Direct,6,Chennai,30.0,7,Joined
5402,3040202,No,6,90,E2,43.75,31.25,-8.7,No,No,Male,Direct,6,Bangalore,27.0,7,Not Joined
5403,3040205,No,4,60,E1,51.16,27.91,-15.38,No,No,Female,Agency,6,Chennai,28.0,4,Joined
5404,3040213,No,8,30,E2,50.0,43.75,-4.17,No,No,Male,Direct,7,Chennai,39.0,7,Joined
5405,3040214,No,0,30,E2,29.41,27.06,-1.82,No,No,Male,Direct,5,Chennai,28.0,7,Joined
5406,3040217,No,5,30,E1,33.33,33.33,0.0,No,No,Male,Direct,3,Bangalore,31.0,4,Joined
5407,3040221,No,6,90,E1,22.95,22.95,0.0,No,No,Male,Agency,4,Chennai,29.0,4,Not Joined
5408,3040227,Yes,75,60,E2,22.22,11.11,-9.09,No,No,Male,Direct,5,Chennai,31.0,7,Joined
5409,3040242,Yes,94,30,E1,63.46,50.0,-8.24,No,No,Male,Direct,4,Bangalore,27.0,7,Not Joined
5410,3040258,Yes,20,60,E1,44.0,24.8,-13.33,No,No,Male,Direct,5,Chennai,28.0,7,Not Joined
5411,3040268,Yes,50,90,E3,31.36,23.15,-6.25,No,No,Female,Employee Referral,10,Noida,39.0,2,Not Joined
5412,3040284,No,1,30,E1,9.09,9.09,0.0,No,No,Male,Direct,1,Noida,24.0,2,Joined
5413,3040288,No,5,60,E1,53.85,30.77,-15.0,No,No,Female,Agency,3,Chennai,25.0,4,Joined
5414,3040300,No,1,30,E1,33.33,44.44,8.33,No,No,Male,Direct,1,Noida,25.0,2,Joined
5415,3040331,Yes,39,30,E2,39.71,47.06,5.26,No,No,Male,Employee Referral,12,Chennai,33.0,1,Joined
5416,3040338,No,4,30,E1,27.27,-1.82,-22.86,No,No,Male,Direct,1,Noida,25.0,2,Joined
5417,3040350,No,4,60,E1,66.67,66.67,0.0,No,No,Female,Agency,3,Chennai,31.0,4,Joined
5418,3040352,No,0,30,E1,92.31,84.62,-4.0,No,No,Female,Direct,1,Noida,20.0,2,Joined
5419,3040379,Yes,66,30,E1,59.31,51.96,-4.62,No,No,Male,Agency,3,Chennai,28.0,1,Not Joined
5420,3040436,Yes,29,30,E2,33.33,31.11,-1.67,No,No,Male,Direct,6,Chennai,33.0,7,Not Joined
5421,3040449,No,8,30,E1,60.1,42.86,-10.77,No,No,Male,Direct,3,Chennai,27.0,7,Joined
5422,3040452,Yes,53,30,E1,50.0,60.0,6.67,No,No,Female,Direct,3,Chennai,23.0,2,Joined
5423,3040468,Yes,17,30,E1,50.0,65.0,10.0,No,No,Male,Direct,2,Chennai,26.0,2,Not Joined
5424,3040478,Yes,18,30,E2,25.0,52.5,22.0,No,No,Male,Direct,5,Chennai,27.0,2,Joined
5425,3040487,Yes,1,90,E1,70.21,59.57,-6.25,No,No,Female,Direct,3,Bangalore,27.0,7,Not Joined
5426,3040488,Yes,12,30,E2,15.79,10.53,-4.55,Yes,Yes,Male,Direct,7,Chennai,32.0,1,Joined
5427,3040491,No,0,30,E2,48.93,48.93,0.0,No,No,Male,Direct,6,Chennai,36.0,2,Joined
5428,3040501,No,12,30,E2,25.0,25.0,0.0,No,No,Male,Direct,4,Chennai,26.0,2,Joined
5429,3040523,No,91,30,E2,42.86,33.93,-6.25,No,No,Male,Direct,5,Chennai,32.0,1,Joined
5430,3040534,No,66,30,E2,25.0,37.5,10.0,No,No,Male,Direct,5,Chennai,28.0,2,Joined
5431,3040548,Yes,96,90,E1,42.86,27.14,-11.0,No,No,Male,Agency,4,Bangalore,28.0,1,Joined
5432,3040560,Yes,39,45,E1,114.29,114.29,0.0,No,No,Male,Agency,2,Bangalore,28.0,1,Joined
5433,3040567,No,18,30,E2,37.5,50.0,9.09,No,No,Male,Agency,6,Bangalore,28.0,1,Joined
5434,3040575,No,27,30,E1,40.0,20.0,-14.29,No,No,Male,Agency,1,Bangalore,23.0,1,Joined
5435,3040579,Yes,42,45,E1,81.82,61.36,-11.25,No,No,Male,Agency,2,Bangalore,25.0,1,Joined
5436,3040592,Yes,6,45,E1,54.55,36.36,-11.76,No,No,Male,Agency,2,Bangalore,27.0,1,Joined
5437,3040593,No,8,30,E1,20.0,20.0,0.0,No,No,Male,Agency,2,Bangalore,25.0,1,Joined
5438,3040599,Yes,6,75,E1,60.87,41.3,-12.16,No,No,Male,Direct,2,Bangalore,26.0,1,Not Joined
5439,3040605,No,4,30,E2,100.0,140.0,20.0,No,No,Male,Agency,7,Bangalore,31.0,1,Joined
5440,3040613,No,15,45,E1,42.86,54.76,8.33,No,No,Female,Agency,3,Bangalore,27.0,1,Joined
5441,3040615,No,0,30,E1,66.67,113.33,28.0,No,No,Male,Employee Referral,3,Chennai,25.0,2,Joined
5442,3040624,Yes,1,90,E2,100.67,85.06,-7.78,Yes,No,Male,Agency,7,Noida,32.0,7,Joined
5443,3040625,Yes,10,30,E1,66.67,66.67,0.0,No,No,Male,Employee Referral,2,Chennai,25.0,2,Joined
5444,3040628,No,29,30,E1,78.57,114.29,20.0,No,No,Male,Agency,2,Bangalore,28.0,1,Joined
5445,3040633,Yes,1,60,E1,14.58,-6.25,-18.18,No,No,Male,Direct,2,Chennai,28.0,1,Not Joined
5446,3040635,Yes,55,30,E1,78.57,78.57,0.0,No,No,Male,Agency,1,Bangalore,24.0,1,Not Joined
5447,3040642,No,6,45,E1,48.15,57.41,6.25,No,No,Male,Agency,5,Bangalore,27.0,1,Not Joined
5448,3040648,No,7,30,E2,42.68,103.82,42.86,No,No,Male,Agency,5,Chennai,32.0,1,Joined
5449,3040653,No,2,30,E1,37.25,37.25,0.0,No,No,Male,Agency,3,Bangalore,28.0,1,Joined
5450,3040665,No,18,30,E1,50.0,37.5,-8.33,No,No,Male,Direct,4,Chennai,27.0,5,Joined
